Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,57.17,Rebecca Keating,2,Paul Dickenson,Shaftesbury Barnet,Horspath,28 Mar 15
2,53.46,Maggie Okul,1,Dave Smith,Kingston upon Hull,Hull,23 May 15
3,52.07,Lotte Hoare,1,Karl Lasis,Crawley,Crawley,15 Jul 15
4,51.90,Amy Phillips,1,Paul Dickenson,Windsor Slough Eton & Hounslow,Lee Valley,14 Jun 15
5,51.56,Holly Rodgers,2,,Rotherham,Loughborough,6 Sep 15
6,49.02,Ellie-J Webb,1,Ken Holmes,Team Bath,Stoke Gifford,16 Jun 15
7,45.10,Ellen Thrall,1,Lorraine Shaw,Gloucester,Gateshead,11 Jul 15
8,44.66,Hannah Morgan,1,,Newport H,Connah's Quay,29 Aug 15
9,44.20,Alice Barnsdale,1,Dave Smith,Lincoln Wellington,Woodford,10 Oct 15
10,43.97,Rebecca Orrell,1,Michael Hitchon,Blackburn,Blackpool,13 Sep 15
11,43.71,Kathryn Woodcock,2,Kevin O'Hara,Radley,Horspath,24 May 15
12,43.06,Megan Rushmore,2,Gary Howe,West Norfolk,King's Lynn,23 May 15
13,42.98,Lauren Presswell,1,Jack Kee,Marshall Milton Keynes,Woodford,10 Oct 15
14,42.94,Emma Bowie,2,Margery Swinton,Edinburgh AC,Inverness,28 Jun 15
15,42.78,Carys Smith,2,Paul Jensen,Swansea,Swansea,9 Aug 15
16,42.48,Charlotte Gould,3,Paul Dickenson,Windsor Slough Eton & Hounslow,Lee Valley,16 May 15
17,42.36,Ashleigh Thurman-Newell,1,Kim Weaving,Thanet AC,Bedford,1 Aug 15
18,41.95,Ellie Greenwood,3,John Simpson,Halifax,Cleckheaton,29 Mar 15
19,41.93,Stephanie Howe,1,,Woodford Green Essex Ladies,Woodford,10 Oct 15
20,41.64,Mia Shepherd,2,Kenny Milton,Kilbarchan,Grangemouth,23 Aug 15
21,41.63,Gemma Atkinson-Parker,1,John Pearson,Burton,Gateshead,11 Jul 15
