Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,48.82,Eloise MacDonald,2,Bob Broadbridge,Andover,Stretford,11 Jul 21
2,47.57,Alice Howie,1,Matthew Evans,Worthing,Bournemouth,12 Sep 21
3,46.95,Phoebe Milburn,2,Elaine Fileman,Tavistock,Plymouth,5 Sep 21
4,46.02,Kaitlyn Waddell,2,David Thomas,North Shields Poly,Middlesbrough,20 Jun 21
5,45.37,Hope Still,2,Paul Head,Dartford H,Dartford,26 Sep 21
6,42.51,Clemmie Harris,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Lee Valley,25 Sep 21
7,41.23,Louisa Hess,2,Elaine Fileman,Tavistock,Par,18 Sep 21
8,40.46,Evie Bryden,2,Jim Green,Annan,Meadowmill,7 Aug 21
9,40.12,Georgia Turner,2,David Thomas,North Shields Poly,Aberdeen,28 Aug 21
10,39.34,Ellen Sherwen,2,,Copeland,Carlisle,12 Jun 21
11,38.96,Leona Fernandes,2,,Inverness,Aberdeen,28 Aug 21
12,38.16,Rebecca Roberts,1,Simon Evans,Worthing,Kingston,22 Aug 21
13,37.45,Alicia Mae Howard,2,,Thetford,Norwich,22 May 21
14,37.39,Peace Igbinidu,1,,Inverness,Aberdeen,28 Aug 21
15,35.37,Ella Patterson,2,Elaine Fileman,Tavistock,Par,15 May 21
16,35.32,Erin McBriar,2,Martin McBriar,Winchester,Winchester,11 Apr 21
17,35.01,Nancy Akyol,2,Margaret Nicholls,Ipswich,Norwich,12 Jun 21
18,34.78,Eleanor Peters,1,,Wirral,Liverpool,4 Sep 21
19,34.41,Casey Callear,2,,Winchester,Portsmouth,29 Aug 21
20,34.38,Kara Stoll,1,David McKay,West Cheshire,Liverpool,4 Sep 21
21,33.10,Amelia Lawton,2,Jacob Burton,Invicta East Kent,Tonbridge,30 Aug 21
22,32.72,Tia Owen,2,,Deeside AAC,Wrexham,25 Sep 21
23,32.61,Ash Hillier-Smith,1,Sam Hillier-Smith,Yate,Yeovil,21 Aug 21
24,32.54,Sophie Page,2,,Yate,Yate,4 Sep 21
25,31.49,Jessica Higgins,1,Jessica Arnison,Leigh,Stretford,21 Aug 21
26,31.07,Abigail Barr,2,,Ballymena & Antrim,Belfast,24 Jul 21
27,29.67,Maddy Powles-Warren,2,,City of Norwich,Norwich,5 Sep 21
28,29.44,Sophie Winters,2,Thomas Presho,Windsor Slough Eton & Hounslow,Lee Valley,25 Sep 21
29,29.43,Sophie Livingstone,2,Bob Broadbridge,Newbury,Eton,31 Jul 21
30,28.81,Dami Agunrege,1,,London Schs,Battersea Park,12 Jun 21
30,28.81,Verity Hart-Ives,2,,Bedford & County,Bedford,4 Jul 21
32,28.63,Johann Gillon,1,,Law,Linwood,17 Oct 21
33,28.50,Issabela Jackson,2,,Essex Schs,Chelmsford,12 Jun 21
34,28.19,Macey Dimberline,1,,Boston,Hull,21 Aug 21
35,27.99,Hannah Lott,2,David Thomas,North Shields Poly,Morpeth,17 Jul 21
36,27.86,Eleanor Russell,2,,Bexley,Dartford,10 Jul 21
37,27.46,Josephine Kidger,2,Len Kerridge,Kingston upon Hull,Hull,4 Sep 21
38,27.30,Ella McIntosh,1,,Harrogate,Middlesbrough,20 Jun 21
39,27.02,Melia Gaynor-Palmer,1,,Hillingdon,Guildford,4 Jul 21
40,26.89,Saveena Mullin,1,David Thomas,North Shields Poly,Middlesbrough,22 Aug 21
41,26.52,Jia Atkins,2,,Lewes,Lewes,26 May 21
42,26.32,Jessica Mitchinson,2,John Little,Copeland,Whitehaven,28 Aug 21
43,26.21,Gracie Galvin,2,,Leigh,Stretford,21 Aug 21
44,26.06,Anna Brocklebank,1,,Carlisle Aspatria,Whitehaven,28 Aug 21
45,25.99,Isabelle Mardle,2,Keith Yellop,City of Norwich,Norwich,29 Aug 21
46,25.89,Sophie Bennett,1,,Altrincham,Stretford,21 Aug 21
47,25.53,Abbey Kennedy,1,Jim Green,Kilmarnock,Kilmarnock,1 Aug 21
48,25.52,Harriet Wheeler,1,David McKay,West Cheshire,Wrexham,25 Sep 21
49,25.33,Leila Thompson,1,Alex Giles,Gateshead,Morpeth,17 Jul 21
50,25.14,Zara Hayes,2,,Scunthorpe & District AC (Defunct),Hull,15 Aug 21
51,25.10,Imogen Kerridge,1,,Kingston upon Hull,Hull,17 Apr 21
52,24.46,Ellie Cannon,2,Charlotte Nicholls,Tonbridge,Crawley,4 Sep 21
53,23.63,Lucy Hill,2,,Bury,Sportcity,17 Jul 21
54,23.53,Grace Fisher,2,,Harrogate,Middlesbrough,20 Jun 21
55,23.38,Jessica Wilkins,1,Michael Martin,Altrincham,Bury,10 Oct 21
56,23.29,Polly Fordham,2,,Bury,Bury,10 Oct 21
57,23.25,Lacee Webb,1,,Invicta East Kent,Ashford,26 Sep 21
58,23.19,Aiko Hoshiko,2,Joseph Green,Wirral,Stretford,31 May 21
59,22.88,Kate Hopper,2,Robert Wright,Dacorum,Watford,12 Sep 21
60,22.43,Sophie Dillon,1,,Harrogate,Middlesbrough,20 Jun 21
61,22.31,Katie Killick,2,,Leighton Buzzard,Bury St. Edmunds,5 Sep 21
62,22.27,Holly Cresswell,2,Len Kerridge,Kingston upon Hull,Hull,21 Aug 21
63,22.24,Isabel Gaines,2,,Tynedale,Gateshead,19 Jun 21
64,21.67,Caitlin Bell,2,Denis Costello,City of Norwich,Norwich,29 Aug 21
65,21.54,Kailan Qammaniq,2,,Edinburgh AC,Dundee,26 Jun 21
66,21.44,Pollyanna Wilmot,1,Jonathan Wain,Chesterfield,Derby,12 Jun 21
67,21.14,Kaitlin Simmons,1,,Guernsey,St. Peter Port,15 Jul 21
68,21.04,Catriona Beaton,2,,Cambridge & Coleridge,Stevenage,15 Aug 21
