Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,63.08,Katie Lambert,2,Steve Pearson,Kidderminster & Stourport,Sportcity,4 Sep 15
2,62.51,Katie Head,1,Paul Head,Newham & Essex Beagles,Bedford,30 Aug 15
3,60.23,Olivia Stevenson,1,Dave Smith,Kingston upon Hull,Hull,13 Jun 15
4,57.08,Philippa Davenall,2,Robert Earle,Colchester H,Gateshead,11 Jul 15
5,56.51,Danielle Broom,1,Paul Rees,Bournemouth,Bournemouth,12 Apr 15
6,56.22,Emma Rae,1,Colin McCulloch,Pitreavie,Sportcity,4 Sep 15
7,56.05,Anna Purchase,1,Rob Careless,Notts,Gateshead,11 Jul 15
8,55.29,Natalie Robbins,2,Susan McKelvie,Edinburgh AC,Grangemouth,22 Aug 15
9,54.64,Molly Walsh,1,Steve Pearson,Wolverhampton & Bilston,Wrexham,26 Sep 15
10,54.37,Sophie Mace,2,Mark Wiseman,Walton,Hendon,1 Aug 15
11,53.94,Amber Simpson,2,John Parkin,Deeside AAC,Wrexham,26 Sep 15
12,53.84,Stephanie Howe,2,,Woodford Green Essex Ladies,Gateshead,11 Jul 15
13,53.41,Ellie Chandler,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Hendon,28 Jun 15
14,52.94,Emily Pearce,2,,Rhondda,Yeovil,16 May 15
15,52.90,Stephanie Fowler,2,Douglas Cameron,Edinburgh AC,Livingston,25 Jul 15
16,52.59,Ellie White,2,Dennis Elkins,Wimborne,Gateshead,11 Jul 15
17,52.46,Alice Barnsdale,2,Dave Smith,Lincoln Wellington,Liverpool,12 Sep 15
18,51.72,Caitlin Price,2,Ronnie Bomba,Liverpool H,Bebington,23 May 15
19,51.18,Vicki Pellett,1,Karl Lasis,Crawley,Gateshead,11 Jul 15
20,50.95,Candy Lockett,2,Jan Aarre,Birchfield H,Bedford,30 Aug 15
21,50.46,Victoria Wiltshire,1,Michael Davies,Blackheath & Bromley,Tonbridge,6 Apr 15
22,50.35,Lana Fulcher,2,Malcolm Fenton,Ipswich,Ipswich,24 May 15
23,50.19,Paige Barnes,2,Jack Kee,Marshall Milton Keynes,Gateshead,10 Jul 15
24,50.15,Lauren Presswell,2,Jack Kee,Marshall Milton Keynes,Milton Keynes,5 Jul 15
25,48.97,Heather Fawcett,1,,Kilbarchan,Bedford,30 Aug 15
26,48.80,Ffion Palmer,1,Adrian Palmer,Cardiff,Wrexham,26 Sep 15
27,48.79,Lucy Cousins,2,David Pope,Rugby & Northampton,Birmingham,16 May 15
28,48.61,Lucy Puddephatt,2,John Simpson,Halifax,Middlesbrough,15 Aug 15
29,48.58,Holly Pearce,2,Paul Chamberlain,Southampton,Southampton,23 Aug 15
30,47.86,Larissa Carter,1,Karl Lasis,Lewes,Crawley,15 Jul 15
31,47.70,Leah Runnacles,1,Thomas Grierson,Reading AC,Harrow,18 Apr 15
32,47.49,Sarah Watkins,1,David Arnold,Neath,Swansea,26 Jul 15
33,46.95,Lauren Aldridge,2,Mick Shortland,Stevenage & North Herts,Watford,17 May 15
34,46.61,Cara Brown,1,Barry Hawksworth,Amber Valley & Erewash,Derby,16 May 15
35,46.42,Hannah Owen,2,Ted Hawkins,Ashford AC,Ashford,15 Aug 15
36,46.11,Megan Ascough,1,John Simpson,Halifax,Wakefield,9 Aug 15
37,45.85,Sade Ross,1,Jack Kee,Marshall Milton Keynes,Milton Keynes,18 Apr 15
38,45.70,Caitlin Hornby,2,,Preston,Wigan,13 Jun 15
39,44.70,Bronte Jones,1,Ivan Washington,Sheffield & Dearne,Cudworth,24 May 15
40,44.57,Rosie Forrester,1,Eric Davison,Worthing,Gateshead,10 Jul 15
41,44.55,Mia Browne,2,Gary Howe,Thetford,Ipswich,24 May 15
42,44.38,Charlie Batterbee,2,,Huntingdonshire,Cambridge,23 May 15
43,44.11,Jessica Hirst,2,John Simpson,Halifax,Wakefield,12 Apr 15
