Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,56.91,Lara Moffat,2,Jack Kee,Marshall Milton Keynes,Nuneaton,30 Aug 20
2,52.29,Grace Mcdonald,1,Nick Ridgeon,Middlesbrough (Mandale),Hull,25 Jul 20
3,51.70,Freya Brennand,2,Eric Davison,Brighton & Hove,Winchester,15 Aug 20
4,50.43,Katie Gibson,1,,Kettering,Rugby,22 Aug 20
5,49.82,Gypsy Nash,1,Paul Head,Blackheath & Bromley,Lewes,12 Sep 20
6,48.86,Eden Lockett,2,,Kingston upon Hull,Hull,31 Jul 20
7,48.25,Beth Matthews,3,,Andover,Woodford,10 Oct 20
8,47.87,Gracie Jenvey,1,David Callaway,Southampton,Winchester,20 Sep 20
9,47.79,Dawn Russell,1,Karen Costello,Law,Meadowmill,30 Aug 20
10,47.17,Maisy Harvey,2,Andrew Compton,Forest of Dean AC,Yate,16 Aug 20
11,45.93,Amy Bunting,2,Malcolm Fenton,Lincoln Wellington,Hull,6 Sep 20
12,45.45,Jessica Gardiner,2,Neil Ellerby,Morpeth,Morpeth,23 Aug 20
13,45.09,Lucy Hunter,2,,Falkirk,Meadowmill,29 Aug 20
14,44.75,Christen Campion,1,Lorraine Shaw,Gloucester,Nuneaton,20 Sep 20
15,44.70,Amy-Lee van der Westhuizen,1,,Walton,Walton,13 Sep 20
16,44.52,Olivia Simon,1,Robert Earle,Colchester H,Colchester,27 Sep 20
17,44.10,Madeline Hughes,3,,Burton,Burton-on-Trent,15 Oct 20
18,42.30,Christiana Kamdom Kemegne,2,Gareth Cook,Croydon,Kingston,10 Oct 20
19,42.29,Charlotte Colbert,1,Philip Wells,Hereford,Swansea,6 Sep 20
20,41.95,Ruby Jones,1,,Cardiff & The Vale Schs,Cardiff,1 Mar 20
21,41.72,Jasmine Richardson,1,Joanne Harding,Sale Harriers Manchester,Stretford,19 Sep 20
22,41.17,Amelia Clarke,2,Murray Grant,Gloucester,Yate,16 Aug 20
23,40.95,Rosie Lasseter,2,Joanne Harding,Stockport T&F,Stretford,19 Sep 20
24,40.94,Mollie Peniket-Aldridge,2,Laura Rock,Birchfield H,Nuneaton,9 Aug 20
25,39.54,Emma Harrison,1,,Preston,Stretford,19 Sep 20
26,38.59,Rachel Burke,2,,Burton,Burton-on-Trent,15 Oct 20
27,38.45,Stella Coutts,2,Donald Pegrum,Cumbernauld,Grangemouth,11 Jan 20
28,38.39,Grace Bontoft,1,,Blackburn,Woodford,14 Mar 20
29,38.12,Charlotte Bowers,1,Kevin Murch,Rugby & Northampton,Loughborough,9 Sep 20
30,37.97,Brooklyn Santer-Smith,3,Andy Hall,Chichester,Portsmouth,11 Oct 20
31,37.58,Phoebe Broadhead,2,,Croydon,Kingston,10 Oct 20
32,37.13,Amy Lott,2,David Thomas,Morpeth,Morpeth,8 Aug 20
33,36.93,Jennah Chaibi,2,,Birchfield H,Loughborough,9 Sep 20
34,36.76,Cate Davies,1,Hilary Goodger,Newport H,Yate,20 Sep 20
35,35.88,Emily Spence,2,John Little,Carlisle Aspatria,Morpeth,18 Oct 20
36,35.85,Lucy Cowman,2,,Thurrock,Lee Valley,15 Aug 20
37,35.83,Hannah Holman,1,Paul Thorn,Yate,Yate,19 Jul 20
38,35.64,Ella Mansfield,1,,Gloucester,Nuneaton,9 Aug 20
39,35.48,Lily Kendall,2,,Camberley,Lee Valley,15 Aug 20
40,34.40,Connie Potts,1,,Bury,Stretford,5 Dec 20
41,34.26,Harriet Barkaway,1,,"Aldershot, Farnham & District",Portsmouth,27 Sep 20
42,34.12,Samaia Dhir,1,,Reading AC,Woodford,14 Mar 20
43,34.05,Emily Collins,2,,Swansea,Aberdare,22 Aug 20
44,33.34,Nicky Saunders,2,,Leigh,Stretford,5 Dec 20
45,32.84,Talia Thompson,1,Alex Giles,Alnwick,Morpeth,23 Aug 20
46,32.53,Kacey Banks,1,,Bristol & West,Whitehall,22 Sep 20
47,32.52,Hayley Emerson,2,,Horsham Blue Star,Lewes,4 Oct 20
48,31.72,Georgia Russell,2,,Walton,Walton,13 Sep 20
49,31.42,Erin Lloyd,2,,City of Portsmouth,Portsmouth,11 Oct 20
50,31.29,Evie Boucher-White,1,,Yate,Yate,19 Jul 20
51,31.05,Kirsty Whyte,1,Thomas Graham,Whitemoss,Grangemouth,11 Jan 20
52,29.68,Daisy Laing,1,,Dacorum,Lee Valley,15 Aug 20
53,29.62,Luella Brookes,1,Geoff Capes,Diss,Norwich,12 Sep 20
54,29.23,Jasmine Gordon,1,Martin McBriar,Winchester,Winchester,15 Aug 20
55,29.13,Eva Bell,2,Jim Green,Kilbarchan,Linwood,24 Oct 20
56,28.62,Poppy Hewitt,1,,City of Norwich,Norwich,12 Sep 20
57,28.59,Tamalyn Dickinson,1,Gary Tunstall,Preston,Stretford,19 Sep 20
58,27.03,Janelle Taylor,1,,Rhondda,Aberdare,22 Aug 20
59,26.94,Amelia Gordon,1,Martin McBriar,Winchester,Winchester,15 Aug 20
60,25.91,Betsy Cooper,1,,Halesowen,Nuneaton,30 Aug 20
61,25.04,Ella Coverley,1,,Rushcliffe,Nuneaton,9 Aug 20
62,23.83,Phoebe Richardson,1,,Basildon,Woodford,14 Mar 20
,45.96,Aine Marie McBride,2,,Northern Ireland Schs,Belfast,30 Jul 20
