Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,61.77,Kimberley Reed,3,Scott Reed,Edinburgh AC,Bedford,3 May 14
2,55.88,Rebecca Keating,1,Paul Dickenson,Shaftesbury Barnet,Hendon,30 Aug 14
3,54.67,Kayleigh Presswell,3,Jack Kee,Marshall Milton Keynes,Cardiff,15 Jul 14
4,50.56,Zoe Dakin,2,Paul Jensen,Swansea,Bedford,21 Jun 14
5,50.54,Charlotte Gould,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Hendon,30 Aug 14
6,47.83,Emma Bowie,1,Margery Swinton,Edinburgh AC,Inverness,3 Jun 14
7,47.10,Maria Brett,2,,Newquay & Par,Hendon,3 Aug 14
8,46.49,Megan Rushmore,1,Gary Howe,West Norfolk,Norwich,27 Apr 14
9,46.34,Charlotte Stallard,2,Lorraine Shaw,Gloucester,Cheltenham,2 Aug 14
10,44.70,Holly Rodgers,1,,Rotherham,Spinkhill,27 Apr 14
11,44.38,Carys Smith,1,Paul Jensen,Swansea,Cardiff,5 Jul 14
12,44.17,Amy Phillips,1,Paul Dickenson,Reading AC,Hull,18 Oct 14
13,42.32,Chloe Cockell,2,Robert Earle,Braintree,Braintree,17 May 14
14,42.24,Chloe Needham,3,Michael Hitchon,"Blackpool, Wyre & Fylde",Hyndburn,9 Aug 14
15,42.12,Ellie Greenwood,2,John Simpson,Halifax,Cleckheaton,14 Jun 14
16,41.97,Gemma Vickery,2,John Painter,City of Norwich,Norwich,27 Apr 14
16,41.97,Manon Edwards,2,Ian Robinson,Wrexham,Leeds,27 Jul 14
18,41.81,Tamara Reid,2,,Croydon,Kingston,14 Jun 14
19,40.46,Kathryn Woodcock,1,Kevin O'Hara,Radley,Peterborough,19 Apr 14
20,40.45,Danielle Opara,3,Geoff Capes,Reading AC,Portsmouth,6 Jul 14
21,40.40,Hayley Cooke,1,Brian Walsh,Middlesbrough (Mandale),Middlesbrough,13 May 14
