Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,51.13,Evie Cooper,2,Matthew Richards,Neath,Carmarthen,14 May 23
2,49.85,Amelia Mitchell,2,Matthew Richards,Neath,Yate,22 Jul 23
3,46.65,Alexandria Hodgson,2,Neil Ellerby,Morpeth,Aberdeen,19 Aug 23
4,46.64,Holly Scott,2,Bob Broadbridge,Swindon,Wolverhampton,30 Sep 23
5,45.67,Tegan Brown,2,Elaine Fileman,Tavistock,Exeter,30 Jul 23
6,45.05,Johann Gillon,2,,Law,Carlisle,30 Aug 23
7,44.90,Soffia Haeney,2,Matthew Richards,Neath,Aberdare,30 May 23
8,43.79,Jessica Wilkins,2,Lee Doyle,Trafford,Stretford,10 Jun 23
9,43.76,Sophie Robertson,1,,Cumbernauld,Aberdeen,19 Aug 23
10,43.56,Keira Lake-Bryan,2,Robert Mack,Barnet,Harrow,16 Sep 23
11,41.26,Margaret-Isobel Casey,1,Dave Brown,Liverpool Pembroke Sefton,Blackpool,10 Jun 23
12,40.91,Matilda Hewitt,2,Geoff Tyler,Chelmsford,Sandy,23 Sep 23
13,40.86,Elsa Shabani,2,Sonia Martinez-Roura,Highgate,Birmingham,26 Aug 23
14,40.57,Bethany Pendlebury,1,Michael Martin,Trafford,Stretford,24 Jun 23
15,40.50,Bethany Mballa,2,Heather Sheffield,Winchester,Winchester,24 Sep 23
16,39.78,Hazel Stead,1,Elaine Fileman,Tavistock,Birmingham,26 Aug 23
17,38.94,Charlee Williams,1,,Wrexham,Cardiff,25 Jun 23
18,38.57,Isabelle Gould,2,,Burton,Nuneaton,13 Aug 23
19,37.12,Iris Beca,1,Lee Doyle,Bolton,Middlesbrough,13 Aug 23
20,37.06,Violet Scully,2,,Windsor Slough Eton & Hounslow,Birmingham,1 Jul 23
21,36.01,Alanah Bate,1,Roger Bate,Trafford,Wrexham,23 Sep 23
22,35.91,Millie Macqueen,2,,Border,Carlisle,24 May 23
23,35.89,Elena Lewis,2,,Harrow,Harrow,16 Sep 23
24,34.33,Bethan Deeks,2,,Bridgend,Cardiff,1 Jul 23
25,34.13,Naomi Imhagwe,2,,Cambridge & Coleridge,Stevenage,10 Sep 23
26,33.88,Tilly Ryan,1,Vanessa Hannam,Medway & Maidstone,Gillingham,2 Sep 23
27,33.26,Genevieve Cole,2,,Wycombe,Kingston,3 Jun 23
