Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,60.83,Louisa James,3,John Hillier,Shaftesbury Barnet,Crawley,25 May 13
2,59.69,Kimberley Reed,2,Alan Bertram,Edinburgh AC,Birmingham,8 Sep 13
3,55.60,Emma O'Hara,2,Kevin O'Hara,Radley,Horspath,26 May 13
4,52.16,Kayleigh Presswell,2,Jack Kee,Marshall Milton Keynes,Birmingham,5 Jul 13
5,51.86,Sara Bobash,3,Steve Pearson,Wolverhampton & Bilston,Connah's Quay,29 Sep 13
6,51.01,Annabelle Crossdale,2,Barry Hawksworth,Notts,Loughborough,14 Apr 13
7,49.11,Zoe Dakin,1,Paul Jensen,Bridgend,Bedford,24 Aug 13
8,48.88,Charlotte Gould,1,Paul Dickenson,Windsor Slough Eton & Hounslow,Birmingham,5 Jul 13
9,48.79,Jacqueline Plain,3,,Falkirk,Edinburgh,24 May 13
10,48.32,Sarah-Jane Anthony,2,Paul Dickenson,"Aldershot, Farnham & District",Bournemouth,30 Jun 13
11,47.13,Maria Brett,1,,Newquay & Par,Exeter,1 Sep 13
12,46.24,Charlotte Stallard,1,Lorraine Shaw,Gloucester,Yate,4 Aug 13
13,45.47,Emily Campbell,3,Michael Swain,Notts,Abingdon,30 Jun 13
14,43.63,Gemma Vickery,1,John Painter,City of Norwich,Birmingham,5 Jul 13
15,43.59,Chloe Needham,2,Michael Hitchon,"Blackpool, Wyre & Fylde",Liverpool,20 Apr 13
16,43.36,Chloe Cockell,1,Robert Earle,Braintree,Braintree,7 Jul 13
17,42.81,Sally Preston,1,,Leicester,Birmingham,23 Jun 13
17,42.81,Eloise Marshall,2,Eric Davison,Worthing,Abingdon,10 Aug 13
19,42.69,Hannah Farrell,2,John Little,Border,Birmingham,5 Jul 13
20,42.55,Patricia Spark,2,Colin Spark,St. Helens Sutton,Macclesfield,30 Jun 13
21,41.69,Kelly Bodley,3,,Edinburgh AC,Birmingham,8 Sep 13
22,41.34,Phoebe Dowson,3,William Bushnell,Bournemouth,Mobile AL USA,6 Mar 13
23,41.32,Sarah Parsons,3,Paul Wilson,City of York,Middlesbrough,9 Jun 13
24,41.15,Danielle Opara,2,Geoff Capes,Reading AC,Derby,4 Aug 13
25,40.86,Annabel Moloney,1,Carolyn Franks,Cheltenham,Cheltenham,8 Jun 13
26,40.83,Megan Rushmore,1,,West Norfolk,Bury St. Edmunds,9 Nov 13
27,40.72,Samantha Lawton,1,Christopher Murray,Tamworth,Sutton Coldfield,28 Jul 13
28,40.15,Helena Madan,3,,Pembrokeshire,Swansea,16 Jun 13
