Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,58.04,Sophie Robertson,2,,Cumbernauld,Wrexham,28 Sep 24
2,50.62,Tilly Ryan,2,Vanessa Hannam,Medway & Maidstone,Horspath,8 Sep 24
3,49.19,Margaret-Isobel Casey,2,Dave Brown,Liverpool Pembroke Sefton,Derby,11 Aug 24
4,48.00,Aspen Stobart,1,Martin McBriar,Wimborne,Par,22 Sep 24
5,47.45,Hazel Stead,2,Elaine Fileman,Tavistock,Tavistock,15 Sep 24
6,46.05,Iris Beca,2,Lee Doyle,Bolton,Derby,11 Aug 24
7,44.67,Mia Flynn,1,,Bedford & County,Woodford,1 Sep 24
8,43.22,Monica Malagala,2,Geoff Tyler,Chelmsford,Birmingham,26 Jul 24
9,43.09,Lottie Harding,1,Howard Moscrop,Swindon,Swindon,29 Sep 24
10,43.03,Joyce Ligeti-Pretorius,2,Kathryn Woodcock,Oxford City,Nuneaton,22 Sep 24
11,42.91,Alanah Bate,2,Roger Bate,Trafford,Derby,11 Aug 24
12,42.14,Sorrel Lockhart,1,,Leamington,Nuneaton,19 May 24
13,42.10,Jackie Nzekwe,2,,Blackheath & Bromley,Battersea Park,8 Jun 24
14,40.99,Joanna North,2,,Harrogate,Derby,11 Aug 24
15,40.01,Charlee Williams,2,,Wrexham,Cardiff,16 Jun 24
16,39.62,Gabi Petretta,2,,Worthing,Crawley,8 Jun 24
17,39.60,Lila Chapelhow,2,Peter Quinn,Havering,Tonbridge,21 Jul 24
18,39.48,Satine Wearden,2,,West Cheshire,Derby,11 Aug 24
19,39.36,Kirsten McDonald-Small,2,,Aberdeen,Dundee,19 May 24
20,38.48,Bethany Pendlebury,2,Michael Martin,Trafford,Birmingham (U),9 Mar 24
21,38.20,Eliska Simpson,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Winchester,29 Sep 24
22,37.61,Eloise Smith,2,,Braintree,Bury St. Edmunds,26 May 24
23,36.48,Francesca Birch,2,Margaret Nicholls,Ipswich,Hendon,21 Jul 24
24,36.39,Cassidy Crowe,2,,Kingston upon Hull,Hull,13 Oct 24
25,35.99,Sophia Horsfall-Samb,1,Craig Pounder,City of York,Rotherham,16 Jun 24
26,35.87,Ava Smith,2,,Rhondda,Cardiff,16 Jun 24
27,35.76,Alanna Oakman,2,,Hastings AC,Brighton,21 Jun 24
28,35.68,Maya Tseayo,2,,Chelmsford,Chelmsford,5 May 24
29,35.61,Madison Poulter,2,,Chelmsford,Cambridge,29 Jun 24
30,35.03,Amelia Cannon,2,,Tonbridge,Tonbridge,21 Jul 24
31,34.54,Tabatha Molly Paul,2,,Border,Cumbria,31 Jul 24
32,33.96,Adriana Pepin,2,,Thanet AC,Ashford,8 Aug 24
33,33.77,Brielle Chiy,2,,Cambridge & Coleridge,Bury St. Edmunds,1 Sep 24
34,33.56,Hope Norman,2,,Worthing,Brighton,30 Aug 24
35,33.11,Brooke Buddle,2,,Essex Schs,Chelmsford,8 Jun 24
36,32.76,Zoe Dickson,2,Cheryl Angell,Team Kennet,Yeovil,27 Jun 24
37,32.50,Jasmine Munden,2,,Bournemouth,Yeovil,27 Jun 24
38,32.37,Hannah Welsford,1,,Yate,Gloucester,8 Sep 24
39,32.09,Eloise Rogers,2,,Dundee Hawkhill,Grangemouth,10 Aug 24
40,32.08,Rebecca Miller,2,Don Darroch,Wirral,Bebington,21 Jul 24
41,32.02,Lauren Oshisanya,2,,Swansea,Yate,23 Jun 24
42,31.81,Isabelle Doney,2,,Tavistock,Tavistock,4 Aug 24
43,31.52,Chloe Ainsworth,2,Steven Bode,Great Yarmouth,Norwich,23 Jun 24
44,31.40,Emilija Ratkelyte,2,,Essex Schs,Chelmsford,8 Jun 24
45,30.97,Charlotte Cotterill,2,,North Shields Poly,Whitley Bay,21 Jul 24
46,30.86,Atarah Watson,1,,Croydon,Basildon,16 Jun 24
47,30.65,Isla Armstrong,2,,Carlisle Aspatria,Cumbria,31 Jul 24
48,30.56,Natalia Oloruntoba,1,,Herne Hill,Dartford,21 Jul 24
49,30.51,Adanna Udechuku,1,Emeka Udechuku,Colchester & Tendring,Chelmsford,21 Jul 24
50,30.34,Aimee Thomson,2,,Kilmarnock,Grangemouth,4 Aug 24
51,30.28,Verity Callaghan,1,Martin McBriar,Winchester,Bromley,19 May 24
52,30.26,Stevie Makepeace,1,Robert Earle,Southend,Hornchurch,15 Sep 24
53,30.25,Evie Wilkins,2,,Swindon,Exeter,15 Jun 24
54,29.80,Saffey Easton,2,,Solihull & Small Heath,Loughborough,16 Jun 24
55,29.69,Megan Cowan,1,Jim Green,Kilbarchan,Kilmarnock,12 May 24
56,29.68,Olivia Jones,2,,Wimborne,Yeovil,7 Sep 24
57,29.62,Malia Anderson-Watson,2,,Shaftesbury Barnet,Lee Valley,12 May 24
58,29.61,Ayanfeoluwa Afolabi,1,,Tonbridge,Gillingham,22 Jun 24
59,29.60,Rebecca Latham-Roberts,2,,Yate,Yate,23 Jun 24
60,29.48,Esther Imohimi,2,,Herne Hill,Mile End,19 May 24
61,29.41,Juliette Macquin-Jones,1,Craig Pounder,City of York,York,8 Jun 24
62,29.39,Sophia Gebara,2,,Leicester,Leamington,16 Jun 24
63,29.22,Poppy Howard,2,Jaime Walker,Burton,Stoke,15 Jun 24
64,28.84,Orla Brenchley-Martin,2,,Bolton,Blackpool,21 Jul 24
65,28.78,Poppy Jones,1,,Rhondda,Deeside,8 Jun 24
66,28.76,Isla Wooding,2,,Oxford City,Hemel Hempstead,19 May 24
67,28.70,Jennifer Mardle,1,,City of Norwich,Hendon,8 Sep 24
68,28.65,Isla McQueen,2,,Bristol & West,Yeovil,27 Jun 24
69,28.59,Ivy Paitoo,2,,London Heathside,Perivale,19 May 24
70,28.02,Martha Simmons,2,,Eastbourne,Brighton,30 Aug 24
71,27.89,Sarah Spalding,2,,Team Bath,Aberdare,23 Jun 24
