Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,66.01,Sophie Hitchon,3,Derek Evely,Blackburn,Moncton CAN,24 Jul 10
2,58.05,Myra Perkins,2,Alan Bertram,Falkirk,Halle GER,16 May 10
3,55.76,Hannah Evenden,3,Paul Evenden,Edinburgh AC,Sportcity,12 Jun 10
4,51.33,Toni Wells,1,Lorraine Shaw,Swansea,Hereford,18 Sep 10
5,51.18,Gaby Silcock,1,,Ballymena & Antrim,Antrim,12 Jun 10
6,50.21,Adanna Okeahialam,2,Paul Evenden,Bingley,Kingston,4 Jul 10
7,50.08,Helen Broadbridge,2,Bob Broadbridge,Newbury,Birmingham,10 Jul 10
8,49.83,Abbi Carter,1,Dave Smith,Kingston upon Hull,Eton,13 Nov 10
9,49.82,Louisa James,1,John Hillier,Hastings AC,Eton,13 Nov 10
10,49.51,Rachel Hunter,1,,Ayr Seaforth,Glasgow (S),29 Aug 10
11,49.34,Beth Mitchell,1,Paul Gair,Sutton-in-Ashfield,Hendon,8 Aug 10
12,48.70,Amy Clemens,1,Jamie Bath,Shaftesbury Barnet,Birmingham,10 Jul 10
13,47.88,Stephanie Hendy,2,John Pearson,Peterborough,Hendon,8 Aug 10
14,47.55,Chelsea Coker,1,Shirley Quinn,Chelmsford,Guildford,26 Jun 10
15,46.32,Jenna Cannell,1,,City of Norwich,Woodford,27 Jun 10
16,45.33,Kirsty Douglas,2,,Charnwood,Mansfield,25 Jul 10
17,43.86,Sarah Stanhope,1,John Pearson,Lincoln Wellington,Eton,14 Nov 10
18,43.53,Nasya Harvey,3,,Windsor Slough Eton & Hounslow,Eton,23 May 10
19,43.38,Jessica Mayho,1,Michael Morley,Bingley,Wakefield,12 Sep 10
20,42.86,Beccy Knapp,1,Mike Winch,Stevenage & North Herts,Watford,9 May 10
21,42.72,Claire Lebond,2,Stephen Lebond,City of York,Stretford,25 Jul 10
22,42.19,Claire Beaumont,2,Paul Gair,Mansfield,Hendon,8 Aug 10
23,41.98,Kelly Lawrence,2,John Pearson,Nene Valley,Peterborough,4 Sep 10
24,41.86,Hayley Sayer,1,,Cambridge & Coleridge,Walthamstow,24 Apr 10
25,41.68,Georgina Howe,1,Gary Howe,Ipswich,Ipswich,30 Dec 10
26,41.26,Chloe Slater,1,Amir Williamson,Bexley,Ashford,25 Jul 10
27,40.67,Kate Turnbull,1,,Edinburgh AC,Grangemouth,11 Jun 10
27,40.67,Linzi Boosey,1,,Thurrock,Watford,4 Sep 10
29,40.61,Aislinn Baird,2,Jacqueline Cherry,Radley,Guildford,22 May 10
30,40.57,Kathryn Sumner,1,Philip Thomas,St. Helens Sutton,Ellesmere Port,1 May 10
31,39.92,Bethany Jones,2,,Yate,Kettering,1 May 10
32,39.85,Pippa Wingate,1,,Kingston & Poly,Kingston,24 Jul 10
33,39.00,Sarah Hill,1,,Border,Carlisle,12 Jun 10
34,38.64,Katie Bland,1,,Biggleswade,Luton,17 Apr 10
35,38.62,Ayla Phillips,2,,Cardiff,Yate,25 Jul 10
36,38.48,Rebecca Baines,1,Karl Lasis,Crawley,Abingdon,18 Sep 10
37,38.09,Sally Webster,2,,Kilbarchan,Gateshead,27 Jun 10
38,37.80,Jessica Wilson,2,,Birtley,Gateshead,9 May 10
39,37.71,Helen Corrigan,1,,Middlesbrough (Mandale),Birmingham,10 Jul 10
40,37.55,Frances Gross,2,Mick Shortland,Stevenage & North Herts,Reading,23 May 10
41,37.52,Kerri Cameron,1,,Nairn,Inverness,25 Apr 10
42,37.41,Suzanne McNiff,3,,City of Plymouth,Leamington,25 Apr 10
43,37.27,Suzanne Woodward,3,,Liverpool H,Cardiff,5 Jun 10
44,37.18,Megan Tuck,2,Paul Jensen,Dorchester,Bournemouth,9 May 10
45,36.43,Sarah Osgood,3,,Havant,Eton,7 Aug 10
46,36.33,Coral Stewart,2,,Reading AC,Reading,24 Apr 10
47,35.78,Zahra Akinpeju,3,,Highgate,Hendon,8 May 10
48,35.59,Grace Jenkins,1,,Newham & Essex Beagles,St Ives,26 Jun 10
49,35.56,Lisa Normoyle,1,,Hastings AC,Crawley,18 Apr 10
50,35.51,Emma Pinkowicz,1,,Preston,Sportcity,25 Apr 10
51,35.48,Sophie Allen,1,,Tamworth,Rugby,23 May 10
52,35.31,Carla Letheby,1,Terry Letheby,Walton,Ewell,9 Oct 10
53,35.09,Anna Stevens,2,Paul Chamberlain,Southampton,Hendon,4 Sep 10
54,34.97,Kirsty Yates,1,Joyce Rammell,Victoria Park City of Glasgow,Gateshead,27 Jun 10
55,34.54,Rachel Keys,1,,Regent House,Antrim,12 Jun 10
56,34.41,Charlotte Gair,1,Paul Gair,Mansfield,Mansfield,25 Jul 10
57,34.35,Emma Phillips,2,,Poole Runners,Braunton,22 May 10
58,34.27,Charlotte Sykes,1,,Bournemouth,Bournemouth,11 Apr 10
59,34.05,Kerry Murray,1,,Nuneaton,Leamington Spa,12 Jun 10
60,33.52,Holly Gibson,2,,Cleethorpes,Hull,4 Sep 10
61,33.45,Holly Ware,2,,Cambridge H,Dartford,24 Apr 10
62,33.11,Anesa Wanogho,1,John Hillier,Cambridge H,Hendon,29 Aug 10
63,32.68,Liana Sims,1,,Poole Runners,Salisbury,7 Aug 10
64,32.66,Gabriella Roseje,1,,Herne Hill,Bromley,4 Sep 10
65,32.17,Sian Pentin,1,,Chesterfield,Rugby,23 May 10
66,31.93,Sarah Chesterman,3,Joseph Walker,Derby,Rugby,23 May 10
67,31.83,Alix Barton,1,,Sale Harriers Manchester,Macclesfield,12 Jun 10
68,31.30,Evie Castle,1,,West Suffolk,Eton,7 Aug 10
69,31.03,Jessica Broady,1,,Potters Trotters,Liverpool,5 Jun 10
70,30.95,Katie Wren,1,,Guildford & Godalming,Guildford,26 Jun 10
71,30.67,Melanie Bristow,1,,Boston,Derby,5 Jun 10
72,30.49,Ailis Clements,2,,East Kilbride,Wishaw,16 May 10
73,30.25,Samantha Milner,1,,Blackheath & Bromley,Bury St. Edmund's,19 May 10
74,30.23,Claire Wickham,2,,Blackheath & Bromley,Eton,31 Jul 10
75,30.16,Sophie Jones,2,,St. Mary's Richmond,Eton,7 Jul 10
76,29.90,Amy Cox,2,,Havering,Grays,9 Sep 10
77,29.17,Kathryn Wallace,1,,Windsor Slough Eton & Hounslow,Kingston,12 Jun 10
78,28.80,Stacey Evenden,1,Paul Evenden,Leeds City,Jarrow,5 Jun 10
79,28.42,Alice Lightfoot,1,,Wakefield,Wakefield,3 Apr 10
80,27.56,Katherine Knight,1,Brian Kiernan,Havering,Stevenage,4 Jul 10
80,27.56,Naomi Saxby,1,,Swindon,Basingstoke,4 Sep 10
82,26.96,Sabine Efiannayi,1,John Hillier,Blackheath & Bromley,Woodford,27 Jun 10
83,26.79,Kelly Highman,2,Lyn Orbell,Birchfield H,Stafford,27 Jun 10
84,26.52,Aimee Welsh,1,,Gateshead,Sportcity,25 Apr 10
85,26.40,Holly Stroud,1,,Guildford & Godalming,Abingdon,7 Aug 10
86,26.20,Emily Rawlins F20/T20,2,Brian Spriggs,Sale Harriers Manchester,Varazdin CRO,10 Jul 10
87,26.02,Kathryn Rothwell,1,John Hillier,Jersey,Portsmouth,1 Aug 10
88,25.32,Danielle Smith,2,,Coventry,Coventry,27 Jun 10
89,25.24,Amy Larkin,1,,Woodford Green Essex Ladies,Hendon,18 Apr 10
90,24.89,Mollie Occomore,3,,Isle of Wight,Sandown,31 Mar 10
91,24.69,Kirsty Piper,3,,Basingstoke & Mid Hants,Basingstoke,4 Sep 10
92,24.26,Rebecca Johnston,2,,Notts,Nottingham,2 May 10
92,24.26,Stephanie Hurst,1,Glenys Morton,Leicester,Derby,12 Sep 10
94,24.08,Natalie Harvey,1,,Eton Manor,St Ives,26 Jun 10
95,23.50,Emma Kirk-Odunubi,1,Bob Willows,Brighton & Hove,Woking,22 May 10
96,23.41,Charlotte Lawson,1,Carolyn Franks,Cheltenham,Mansfield,25 Jul 10
97,23.14,Jennifer Higgins,3,,City of Norwich,Norwich,2 Apr 10
98,23.05,Sarah Cooper,3,,Salford Met,Warrington,15 Aug 10
