Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,58.34,Rebecca Keating,3,Paul Dickenson,Shaftesbury Barnet,Hendon,26 Jun 16
2,56.73,Katie Lambert,1,Steve Pearson,Kidderminster & Stourport,Loughborough,17 Apr 16
3,55.40,Amy Phillips,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Lee Valley,12 Jun 16
4,55.32,Maggie Okul,2,Dave Smith,Kingston upon Hull,Hull,14 May 16
5,54.86,Philippa Davenall,1,Robert Earle,Colchester H,Bedford,18 Jun 16
6,53.37,Alice Barnsdale,1,Dave Smith,Lincoln Wellington,Gateshead,9 Jul 16
7,52.57,Holly Rodgers,3,,Rotherham,Loughborough,17 Apr 16
8,52.07,Amber Simpson,1,John Parkin,Deeside AAC,Connah's Quay,24 Jul 16
9,49.44,Stephanie Fowler,1,Douglas Cameron,Edinburgh AC,Grangemouth,14 Aug 16
10,49.14,Natalie Robbins,1,Susan McKelvie,Edinburgh AC,Hendon,6 Aug 16
11,49.10,Hannah Morgan,2,,Newport H,Newport,24 Jul 16
12,48.30,Ellie Chandler,1,Paul Dickenson,Windsor Slough Eton & Hounslow,Eton,24 Jul 16
13,47.58,Lana Fulcher,2,Malcolm Fenton,Ipswich,Bury St. Edmunds,22 Oct 16
14,47.28,Ellie White,1,Dennis Elkins,Wimborne,Bournemouth,15 May 16
15,46.76,Rebecca Orrell,2,Michael Hitchon,Blackburn,Blackpool,19 Mar 16
16,46.62,Stephanie Howe,1,,Woodford Green Essex Ladies,Woodford,20 Aug 16
17,46.36,Emily Pearce,1,,Rhondda,Brecon,27 Aug 16
18,46.13,Candy Lockett,1,Mark Andrew Hill,Birchfield H,Milton Keynes,18 Sep 16
19,46.10,Ellen Thrall,2,Lorraine Shaw,Gloucester,Swansea,29 May 16
20,45.51,Sophie Mace,1,Mark Wiseman,Walton,Dartford,16 Apr 16
21,45.14,Caitlin Price,1,Ronnie Bomba,Liverpool H,Bebington,14 May 16
22,44.99,Carys Smith,3,Paul Jensen,Swansea,Gloucester,26 Jun 16
23,44.72,Sophie Jackson,3,,Rhondda,Newport,14 Aug 16
24,44.64,Kathryn Woodcock,3,Kevin O'Hara,Radley,Chelmsford,5 Jun 16
25,44.38,Chrissie Prince,1,Graham Felton,Royal Sutton Coldfield,Stourport,24 Jul 16
26,44.28,Megan Larkins,2,John Pearson,Braintree,Southend,29 Aug 16
27,43.73,Lotte Hoare,2,Karl Lasis,Crawley,Brighton,15 May 16
28,43.39,Lucy Cousins,1,David Pope,Rugby & Northampton,Rugby,4 Jun 16
29,43.14,Lauren Aldridge,1,Mick Shortland,Stevenage & North Herts,Lee Valley,12 Jun 16
29,43.14,Victoria Hill,2,,Luton,Gateshead,8 Jul 16
31,43.11,Paige Barnes,1,John Pearson,Marshall Milton Keynes,Hendon,30 Jul 16
32,42.71,Zoe Yule,2,,Livingston,Hull,24 Jul 16
33,42.69,Lucy Puddephatt,1,John Simpson,Halifax,Leeds,11 Jun 16
34,42.15,Sophie Merritt-Drew,2,David Callaway,Southampton,Portsmouth,14 May 16
35,42.00,Cathy Coleman,2,,Guildford & Godalming,Bournemouth,26 Jun 16
36,41.94,Mia Shepherd,3,Kenny Milton,Kilbarchan,Gateshead,29 May 16
37,41.89,Caitlin Hornby,1,,Preston,Preston,11 Sep 16
38,41.56,Ashleigh Thurman-Newell,2,Kim Weaving,Thanet AC,Hastings,22 May 16
39,41.42,Charlie Batterbee,1,,Huntingdonshire,Horspath,21 Aug 16
40,41.24,Jessica Hirst,1,John Simpson,Halifax,Oldham,6 Aug 16
41,41.15,Georgina Page,2,Barry Hawksworth,Sheffield & Dearne,Gateshead,8 Jul 16
42,41.11,Holly Pearce,1,Paul Chamberlain,Southampton,Southampton,1 May 16
43,41.03,Rosie Castle,3,Graham Arnold,City of Portsmouth,Perivale,20 Aug 16
44,41.02,Hannah Owen,1,Ted Hawkins,Ashford AC,Ashford,1 May 16
45,40.82,Ziana Azariah,3,Nigel Groves,Yeovil,Winchester,16 Apr 16
46,40.49,Hollee Walker,2,Melanie Lee,East Cheshire,Connah's Quay,24 Jul 16
47,39.90,Sofia Ali,2,,Cardiff,Cardiff,2 Jul 16
48,39.85,Evie Wilcox,2,,Andover,Kingston,29 May 16
49,39.84,Mia Browne,1,Gary Howe,Thetford,Gateshead,8 Jul 16
50,39.81,Olivia Bullis,2,,Basildon,Cambridge,16 Apr 16
51,39.07,Wallis Canning,3,Deborah Percy,Havant,Portsmouth,18 Jun 16
52,39.06,Alice Bell,2,,Manx,Bebington,11 Jun 16
53,38.92,Bethany Pearson,2,Melanie Lee,East Cheshire,Connah's Quay,24 Jul 16
54,38.51,Bethany Thomas,3,,Spenborough,Stretford,6 Aug 16
55,38.43,Jennifer Stevens,2,John Hillier,Tonbridge,Harrow,18 Jun 16
56,38.14,Mary-Lou Poore,1,,Yeovil,Exeter,18 Jun 16
57,37.78,Robyn Connolly,1,Jim Green,Victoria Park City of Glasgow,Kilmarnock,17 Aug 16
58,37.69,Emma Fossett,2,Mark Chapman,Croydon,Southampton,1 May 16
59,37.04,Michaela McNally,2,,Ballymena & Antrim,Antrim,20 May 16
60,36.06,Alessandra Stevens,2,Mick Shortland,Stevenage & North Herts,Watford,15 May 16
61,36.04,Michaela Whitton,2,Mark Wiseman,Reading AC,Kingston,7 Aug 16
62,35.88,Leah Hillman,1,David Turner,Pendle,Bury,7 May 16
63,35.41,Maya Smith,3,,South London,Wimbledon,19 Jun 16
64,35.39,Eleanor Frame,1,,Guildford & Godalming,Portsmouth,9 Jul 16
65,34.80,Meegan Leih,3,,Longwood,Grantham,5 Jun 16
66,34.73,Elle Cockell,3,Robert Earle,Braintree,Peterborough,9 Jul 16
66,34.73,Lydia Church,1,Tim Needham,Peterborough & Nene Valley,Peterborough,31 Dec 16
68,34.59,Kelly Stewart,2,,Liverpool H,Liverpool,29 May 16
68,34.59,Hannah Walker,2,Jan Aarre,Birchfield H,Worcester,29 May 16
68,34.59,Zoe Lynch,3,,Lancaster & Morecambe,Blackpool,11 Sep 16
71,34.16,Bobbie-Louise Gannon,1,,Poole AC,Bournemouth,11 Jun 16
72,34.10,Jody Edwards,1,,Kingston & Poly,Croydon,24 Jul 16
73,33.93,Jemma Ibbetson,2,Matt Barton,Leeds City,Grangemouth,1 May 16
74,33.75,Emma Robinson,2,,Scunthorpe & District AC (Defunct),Scunthorpe,7 May 16
75,33.49,Erin Runcie,2,,Aberdeen,Aberdeen,7 Aug 16
76,33.29,Frankie Evans,2,,South London,Twickenham,9 Jul 16
77,32.73,Elianne Mahay-Goodrich,1,Richard Turner,Enfield & Haringey,Swansea,4 Jun 16
78,31.80,Jordyn Robinson,3,,Epsom & Ewell,Tooting Bec,20 Aug 16
79,31.74,Megan Brown,1,,North Ayrshire,Grangemouth,10 Jun 16
80,30.75,Jessica Bruton,3,Richard Turner,Enfield & Haringey,Lee Valley,17 Apr 16
81,30.70,Samantha Dearn,2,,Halesowen,Tamworth,8 May 16
