Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,64.09,Charlotte Payne D,3,Paul Dickenson,Reading AC,Milton Keynes,3 Jul 21
2,59.19,Kirsty Costello,2,Chris Bennett,Kilbarchan,Bedford,19 Jun 21
3,57.39,Zoe Price,3,Ronnie Bomba,Liverpool H,Sportcity,18 Aug 21
4,53.06,Lara Moffat,1,Jack Kee,Marshall Milton Keynes,Lee Valley,25 Apr 21
5,51.32,Anna Merritt,2,,Southampton,Portsmouth,29 Aug 21
6,51.26,Rachel MacLennan,3,Duncan Flockhart,Inverness,Grangemouth,15 Aug 21
7,49.85,Bekki Roche,2,,Southport Waterloo,High Point NC USA,2 Apr 21
8,49.40,Jessica Charlie Bennett,2,David Callaway,Southampton,Winchester,28 Jun 21
9,48.07,Jasmine Trapnell,3,John Pearson,Marshall Milton Keynes,Loughborough,9 May 21
10,48.03,Hannah Gellatly,2,John Edwards,City of Plymouth,Bedford,13 Jun 21
11,47.78,Libby Taylor,3,Paul Bean,Stevenage & North Herts,Watford,31 Jul 21
12,47.43,Jasmine Routledge,3,John Pearson,Charnwood,Loughborough,16 Jun 21
13,47.23,Lucy Forrest,2,Barry Hawksworth,Rotherham,Nuneaton,12 Jun 21
14,46.85,Cassey Grimwade,2,Lisa Grimwade,Swansea,Aberdare,7 Sep 21
15,46.33,Josephine Larkins,3,,Colchester H,Hull,9 Oct 21
16,45.55,Kirsty-Anne Ebbage,3,John Hillier,Tonbridge,Bournemouth,28 Aug 21
17,44.28,Ava Leigh,2,Michael Hitchon,Blackburn,Ellesmere Port,4 Jul 21
18,44.27,Eden Lockett,1,,Kingston upon Hull,Hull,25 Jul 21
19,43.31,Francesca Williams,2,,Windsor Slough Eton & Hounslow,Aldershot,14 Aug 21
20,43.14,Natasha Tulloch,1,,Shetland,Lerwick,30 May 21
21,43.11,Freya Brennand,1,Eric Davison,Brighton & Hove,Hastings,14 Aug 21
22,43.09,Lucy Hunter,1,,Falkirk,Aberdeen,29 Aug 21
23,43.07,Abbie Stewart,2,John Hillier,Blackheath & Bromley,Erith,14 Aug 21
24,42.19,Beth Matthews,1,,Andover,Swindon,24 Apr 21
25,40.73,Amy Bunting,1,Malcolm Fenton,Lincoln Wellington,Leigh,13 Jun 21
26,40.69,Madeline Hughes,1,,Burton,Burton,14 Aug 21
27,40.35,Rosie Lasseter,1,Joanne Harding,Stockport T&F,Stretford,27 Jun 21
28,40.28,Thema Osborne Hendricks,2,,Bristol & West,Cheltenham,11 Jul 21
29,40.25,Hannah Garrett,2,John Little,Annan,Carlisle,19 Jun 21
30,40.06,Chloe Lipscomb,1,Karl Lasis,Crawley,Crawley,20 Jun 21
31,39.60,Lara Spacey,3,Peter Roberts,Swansea,Yate,7 Aug 21
32,39.32,Eva West,2,Martin Norman,Walton,Kingston,25 Jul 21
33,38.88,Maisy Harvey,1,Matt Spicer,Yate,Yate,28 Aug 21
34,38.76,Holly Benson,3,Joanne Harding,Stockport,Stretford,27 Jun 21
35,38.48,Tazmin Fayle,1,John Whitlow,Manx,Liverpool,5 Sep 21
36,38.41,Stephanie Browne,2,,Cambridge & Coleridge,Norwich,20 Jun 21
37,38.06,Emma Hames,2,David Arnold,Neath,Swansea,27 Jun 21
38,38.02,Jessica Coapes,3,Brian Walsh,New Marske,Middlesbrough,22 May 21
39,37.89,Jessica Arnison,3,Simon Forster,Leigh,Leigh,19 Jun 21
40,37.88,Meghan Sharman,2,Laura Rock,Birchfield H,Coventry,25 Jul 21
41,37.87,Jessica Gardiner,1,Neil Ellerby,Morpeth,Morpeth,18 Apr 21
42,37.76,Brooklyn Santer-Smith,1,Andy Hall,Chichester,Crawley,20 Jun 21
43,37.45,Hannah Wells,2,Alex Wells,Wycombe,Eton,27 Jun 21
44,37.00,Emma Harrison,1,,Preston,Hull,10 Oct 21
45,36.74,Lily Welton,2,,Scunthorpe & District AC (Defunct),Hull,8 May 21
46,36.52,Amy Wright,3,Paul Dickenson,Dacorum,Hendon,5 Sep 21
47,36.51,Natalie Owen,1,Michael Lee,Menai,Stretford,10 Apr 21
48,35.99,Alix Fairley,2,,Livingston,Livingston,19 Sep 21
49,34.93,Lily Clarke,2,,Leamington,Nuneaton,19 Jun 21
50,34.82,Mollie Peniket-Aldridge,1,Laura Rock,Birchfield H,Birmingham (U),12 May 21
51,34.40,Cate Davies,1,,Newport H,Aberdare,9 Oct 21
52,34.19,Didi Okoh,2,Shirley Quinn,Chelmsford,Basildon,11 Sep 21
53,34.12,Summer Salter,1,Warren Salter,Medway & Maidstone,Ashford,12 Jun 21
54,33.87,Tamsin Hoult,2,Martin McBriar,Winchester,Guildford,27 Jun 21
55,33.85,Jessica Groves,2,Dave Brown,Liverpool Pembroke Sefton,Leigh,1 Aug 21
56,33.68,Christina Becker,2,Bruce Holden,North Somerset,Yeovil,21 Aug 21
57,33.49,Eve Robson,2,,New Marske,Whitley Bay,4 Jul 21
58,33.41,Rebekah Rose,2,Alan Erickson,Dundee Hawkhill,Perth,22 May 21
59,33.40,Charlotte Gunn,1,,New Marske,Middlesbrough,22 Aug 21
60,33.32,Emily Collins,1,,Swansea,Yate,3 Jul 21
61,33.22,Elana Kerr,2,,Team East Lothian,Livingston,24 Jul 21
62,32.67,Joanne Welch,1,James Wilson,Team East Lothian,Grangemouth,22 Aug 21
63,32.34,Amelia Banks,3,,Amber Valley & Erewash,Loughborough,27 Jun 21
64,32.09,Hannah Evans,2,Paul Tasker,Tamworth,Stoke,27 Jun 21
65,32.00,Scarlett O'Connor,1,,Newbury,Swindon,11 Sep 21
65,32.00,Poppy Hewitt,1,,City of Norwich,Norwich,2 Oct 21
67,31.79,Kiera Messenger,4,,Cambridge Uni,Cambridge Uni,24 Oct 21
68,31.68,Elizabeth Eskender,2,,Banbury,Kettering,25 Sep 21
69,31.61,Lily Kendall,1,,Camberley,Kingston,8 May 21
69,31.61,Moni Brady,1,Paul Filer,Bristol & West,Gloucester,15 Jun 21
71,31.60,Caitlin Rimmer,2,Martin Bishell,Sheffield & Dearne,Sheffield,3 May 21
72,31.51,Iris Williams,2,Jim Green,Kilbarchan,Grangemouth,15 Aug 21
73,31.37,Megan Lockwood,3,Michael Callow,Manx,Douglas,24 Jul 21
74,31.28,Georgia Russell,1,,Walton,Walton,19 Sep 21
75,31.13,Mariem Ndiaye,1,Douglas Cameron,Edinburgh AC,Dundee,26 Jun 21
76,30.94,Natalie Miller,1,,Kingston & Poly,Walton,5 Sep 21
77,30.74,Orla Manchester,2,Denise Holman,Camberley,Guildford,27 Jun 21
78,30.50,Imogen Stokes,2,Brian Walsh,Middlesbrough (Mandale),Whitley Bay,4 Jul 21
79,30.47,Amber Jeacock West,1,Alex Smith,Radley,Abingdon,12 Sep 21
80,30.44,Samantha Bowkett,2,Quentin Elmhirst,Worcester,Cheltenham,18 Sep 21
81,29.99,Makayla Joseph,1,Sylviane Provost-Campbell,Harrow,Hillingdon,11 Jul 21
82,29.98,Lucy Cresswell,1,Len Kerridge,Kingston upon Hull,Hull,23 May 21
83,29.52,Danika Atkinson,1,,Harrogate,York,1 Aug 21
84,29.43,Lara Hambleton,3,,"Aldershot, Farnham & District",Bracknell,11 Jul 21
85,28.95,Francesca Pughe,1,,West Cheshire,Ellesmere Port,27 Jun 21
86,28.39,Jay Whale,1,,Notts,Nottingham,12 Sep 21
87,28.24,Rosie Thompson,2,,Darlington H,Whitley Bay,22 May 21
88,27.36,Hayley Smith,2,,Kidderminster & Stourport,Telford,11 Sep 21
89,27.13,Emily Holloway,3,Kevin Cockell,Braintree,Braintree,25 Jul 21
90,26.46,Katy Blythe,1,,Harrogate,York,1 Aug 21
91,26.14,Taydee Hardy,2,,Hillingdon,Lee Valley,30 Aug 21
92,25.34,Isla Niddrie,1,,Guildford & Godalming,Yeovil,12 Jun 21
93,25.22,Liliana Carey,2,,Macclesfield,Macclesfield,1 Aug 21
94,24.64,Abbey Sutton,1,,Tipton,Wrexham,26 Sep 21
95,24.38,Ciara Rainey,1,,Bracknell AC,Bracknell,11 Jul 21
96,23.77,Isabelle Collins,3,Ian Robinson,Wrexham,Macclesfield,1 Aug 21
,51.76,Simbiyat Sikiru,2,,Woodford Green Essex Ladies,Woodford,8 Aug 21
,25.36,Anjelina Manase,1,,Reading AC,Bracknell,5 Sep 21
