Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,42.98,Eloise MacDonald,1,Bob Broadbridge,Andover,Bournemouth,20 Sep 20
2,42.75,Izzy Watts,2,Len Kerridge,Kingston upon Hull,Hull,6 Sep 20
3,42.05,Lexie Ellis,2,Nick Ridgeon,Gateshead,Doncaster,20 Sep 20
4,39.86,Erin Quinn,3,John Little,Victoria Park City of Glasgow,Linwood,24 Oct 20
5,38.91,Felicity Whiteway,2,Matt Spicer,Yate,Yate,16 Aug 20
6,38.89,Phoebe Milburn,2,Elaine Fileman,Tavistock,Tavistock,28 Oct 20
7,37.83,Willow Bedding,2,Gary Howe,Huntingdonshire,Nuneaton,30 Aug 20
8,37.58,Sarah Dyer,2,Jim Green,Kilbarchan,Meadowmill,30 Aug 20
9,36.89,Erin McBriar,1,Martin McBriar,Winchester,Winchester,15 Aug 20
10,36.82,Louisa Hess,1,Elaine Fileman,Tavistock,Par,5 Sep 20
11,36.60,Angela McAuslan-Kelly,3,Kathleen Madigan,Aberdeen,Linwood,24 Oct 20
12,35.63,Alicia Mae Howard,1,,Thetford,Norwich,12 Sep 20
13,34.80,Amelia Hancock,2,Steve Pearson,Wolverhampton & Bilston,Moulton,26 Sep 20
14,34.49,Mali Loader,2,,Neath,Aberdare,22 Aug 20
15,33.64,Hannah Clemo,2,Steve Clemo,Newquay & Par,Braunton,13 Sep 20
16,33.61,Evie Bryden,1,John Little,Annan,Meadowmill,30 Aug 20
17,33.56,Emily Butler,2,Cathy James,Thurrock,Grays,19 Sep 20
18,33.37,Elizabeth Chapman,3,,Guildford & Godalming,Portsmouth,11 Oct 20
19,33.29,Georgia Turner,2,David Thomas,Morpeth,Morpeth,18 Oct 20
20,31.71,Hana Gay,2,,Cumbernauld,Meadowmill,30 Aug 20
21,31.60,Miya Waldron,3,,Law,Linwood,10 Oct 20
22,31.59,Kaitlyn Waddell,1,David Thomas,Morpeth,Morpeth,23 Aug 20
23,31.47,Tamzin Digpal-Race,2,Alex Giles,Huntingdonshire,St. Ives,4 Aug 20
24,31.09,Abby Barnfield,2,Glyndwr Pugh,Rhondda,Aberdare,22 Aug 20
25,30.54,Ellen Sherwen,2,,Copeland,Morpeth,18 Oct 20
26,30.31,Tammy Smith,2,,Mansfield,Loughborough,9 Sep 20
27,30.24,Blythe Cordwell,2,,Chorley ATC,Stretford,19 Sep 20
28,30.19,Hope Still,1,Lynn Gallagher,Bexley,Dartford,12 Sep 20
29,30.09,Caitlin Seaborne,2,Lisa Grimwade,Rhymney Valley,Tavistock,16 Aug 20
30,29.58,Libby Fitzgerald,3,,City of Plymouth,Tavistock,14 Oct 20
31,28.90,Hannah Parsons,3,,Barnet,Woodford,10 Oct 20
32,28.34,Lucy Wilkinson,2,,Tavistock,Tavistock,27 Sep 20
33,27.91,Ellie Byers,3,,Annan,Linwood,24 Oct 20
34,27.37,Sophie Page,1,,Yate,Tavistock,16 Aug 20
35,26.94,Eva Robinson,2,,Solihull & Small Heath,Leamington,12 Sep 20
36,26.01,Zara Hayes,1,,Scunthorpe & District AC (Defunct),Hull,6 Sep 20
37,25.59,Louise Hirst,2,,Boston,Loughborough,9 Sep 20
38,24.46,Niamh Fenlon,2,Jonathan McWhinney,North Down,Belfast,15 Aug 20
39,24.09,Daniella Oladele,1,,Thurrock,Grays,19 Sep 20
40,23.07,Hannah Walker,3,Elaine Fileman,Tavistock,Tavistock,28 Oct 20
41,21.92,Jia Atkins,1,,Lewes,Lewes,12 Sep 20
42,21.82,Heidi Gadsby,2,,Western,Douglas,5 Aug 20
